peak_id	chromosome	start	end	strand
56347	chr2	60071742	60072142	*
56348	chr2	60076772	60077172	*
56349	chr2	60082974	60083374	*
56350	chr2	60086183	60086583	*
56351	chr2	60089144	60089544	*
56352	chr2	60113653	60114053	*
56353	chr2	60120658	60121058	*
56354	chr2	60124734	60125134	*
56355	chr2	60133113	60133513	*
56356	chr2	60135274	60135674	*
56357	chr2	60152507	60152907	*
56358	chr2	60172568	60172968	*
56359	chr2	60176070	60176470	*
56360	chr2	60183705	60184105	*
56361	chr2	60194186	60194586	*
56362	chr2	60200177	60200577	*
56363	chr2	60204121	60204521	*
56364	chr2	60209615	60210015	*
56365	chr2	60217583	60217983	*
56366	chr2	60250197	60250597	*
56367	chr2	60284047	60284447	*
56368	chr2	60288553	60288953	*
56369	chr2	60298244	60298644	*
56370	chr2	60323401	60323801	*
56371	chr2	60327588	60327988	*
56372	chr2	60367261	60367661	*
56373	chr2	60369509	60369909	*
56374	chr2	60383230	60383630	*
56375	chr2	60401375	60401775	*
56376	chr2	60405480	60405880	*
56377	chr2	60407254	60407654	*
56378	chr2	60418063	60418463	*
56379	chr2	60449697	60450097	*
56380	chr2	60494008	60494408	*
56381	chr2	60500550	60500950	*
56382	chr2	60505142	60505542	*
56383	chr2	60549862	60550262	*
56384	chr2	60552926	60553326	*
56385	chr2	60558684	60559084	*
56386	chr2	60630463	60630863	*
56387	chr2	60632361	60632761	*
56388	chr2	60659825	60660225	*
56389	chr2	60688980	60689380	*
56390	chr2	60696503	60696903	*
56391	chr2	60700054	60700454	*
56392	chr2	60717306	60717706	*
56393	chr2	60720983	60721383	*
56394	chr2	60739408	60739808	*
56395	chr2	60747688	60748088	*
56396	chr2	60794223	60794623	*
56397	chr2	60797424	60797824	*
56398	chr2	60802196	60802596	*
56399	chr2	60805295	60805695	*
56400	chr2	60810594	60810994	*
56401	chr2	60821644	60822044	*
56402	chr2	60826978	60827378	*
56403	chr2	60830686	60831086	*
56404	chr2	60843035	60843435	*
56405	chr2	60848483	60848883	*
56406	chr2	60855011	60855411	*
56407	chr2	60864710	60865110	*
56408	chr2	60866657	60867057	*
56409	chr2	60868162	60868562	*
56410	chr2	60870473	60870873	*
56411	chr2	60873903	60874303	*
56412	chr2	60878026	60878426	*
56413	chr2	60881194	60881594	*
56414	chr2	60884021	60884421	*
56415	chr2	60892173	60892573	*
56416	chr2	60901396	60901796	*
56417	chr2	60910762	60911162	*
56418	chr2	60918817	60919217	*
56419	chr2	60923099	60923499	*
56420	chr2	60928345	60928745	*
56421	chr2	60948171	60948571	*
56422	chr2	60962837	60963237	*
56423	chr2	61070995	61071395	*
56424	chr2	61138913	61139313	*
56425	chr2	61167238	61167638	*
56426	chr2	61170706	61171106	*
56427	chr2	61280454	61280854	*
56428	chr2	61295586	61295986	*
56429	chr2	61306345	61306745	*
56430	chr2	61313741	61314141	*
56431	chr2	61316314	61316714	*
56432	chr2	61454388	61454788	*
56433	chr2	61476147	61476547	*
56434	chr2	61483787	61484187	*
56435	chr2	61489732	61490132	*
56436	chr2	61491927	61492327	*
56437	chr2	61494312	61494712	*
56438	chr2	61496956	61497356	*
56439	chr2	61512070	61512470	*
56440	chr2	61513988	61514388	*
56441	chr2	61527153	61527553	*
56442	chr2	61528865	61529265	*
56443	chr2	61563172	61563572	*
56444	chr2	61579047	61579447	*
56445	chr2	61582903	61583303	*
56446	chr2	61585431	61585831	*
56447	chr2	61593465	61593865	*
56448	chr2	61599718	61600118	*
56449	chr2	61606951	61607351	*
56450	chr2	61630872	61631272	*
56451	chr2	61645463	61645863	*
56452	chr2	61656285	61656685	*
56453	chr2	61681575	61681975	*
56454	chr2	61711698	61712098	*
56455	chr2	61734196	61734596	*
56456	chr2	61803374	61803774	*
56457	chr2	61804972	61805372	*
56458	chr2	61805424	61805824	*
56459	chr2	61807058	61807458	*
56460	chr2	61811850	61812250	*
56461	chr2	61815091	61815491	*
56462	chr2	61815974	61816374	*
56463	chr2	61899654	61900054	*
56464	chr2	61922486	61922886	*
56465	chr2	61965910	61966310	*
56466	chr2	62055849	62056249	*
56467	chr2	62350261	62350661	*
56468	chr2	62390829	62391229	*
56469	chr2	62411754	62412154	*
56470	chr2	62441240	62441640	*
56471	chr2	62460334	62460734	*
56472	chr2	62574978	62575378	*
56473	chr2	62619054	62619454	*
56474	chr2	62630449	62630849	*
56475	chr2	62635313	62635713	*
56476	chr2	62643332	62643732	*
56477	chr2	62645972	62646372	*
56478	chr2	62648644	62649044	*
56479	chr2	62654538	62654938	*
56480	chr2	62656085	62656485	*
56481	chr2	62664023	62664423	*
56482	chr2	62680919	62681319	*
56483	chr2	62685160	62685560	*
56484	chr2	62706456	62706856	*
56485	chr2	64098173	64098573	*
56486	chr2	65022766	65023166	*
56487	chr2	65039604	65040004	*
56488	chr2	65101335	65101735	*
56489	chr2	65145450	65145850	*
56490	chr2	65170646	65171046	*
56491	chr2	65181369	65181769	*
56492	chr2	65182655	65183055	*
56493	chr2	65189399	65189799	*
56494	chr2	65198618	65199018	*
56495	chr2	65207762	65208162	*
56496	chr2	65215328	65215728	*
56497	chr2	65218171	65218571	*
56498	chr2	65227176	65227576	*
56499	chr2	65238487	65238887	*
56500	chr2	65247152	65247552	*
56501	chr2	65282919	65283319	*
56502	chr2	65340790	65341190	*
56503	chr2	65342111	65342511	*
56504	chr2	65375540	65375940	*
56505	chr2	65385643	65386043	*
56506	chr2	65391331	65391731	*
56507	chr2	65396116	65396516	*
56508	chr2	65400842	65401242	*
56509	chr2	65407126	65407526	*
56510	chr2	65410102	65410502	*
56511	chr2	65413845	65414245	*
56512	chr2	65481263	65481663	*
56513	chr2	65483473	65483873	*
56514	chr2	65529189	65529589	*
56515	chr2	65550555	65550955	*
56516	chr2	65551748	65552148	*
56517	chr2	65795986	65796386	*
56518	chr2	66100970	66101370	*
56519	chr2	66119995	66120395	*
56520	chr2	66124948	66125348	*
56521	chr2	66131881	66132281	*
56522	chr2	66144365	66144765	*
56523	chr2	66158545	66158945	*
56524	chr2	66170306	66170706	*
56525	chr2	66179854	66180254	*
56526	chr2	66191837	66192237	*
56527	chr2	66200247	66200647	*
56528	chr2	66209874	66210274	*
56529	chr2	66213749	66214149	*
56530	chr2	66256517	66256917	*
56531	chr2	66412052	66412838	*
56532	chr2	67378504	67378904	*
56533	chr2	67565493	67565893	*
56534	chr2	68021602	68022002	*
56535	chr2	68047492	68047892	*
56536	chr2	68242034	68242434	*
56537	chr2	68258997	68259397	*
56538	chr2	68350240	68350640	*
56539	chr2	68364240	68364640	*
56540	chr2	68367855	68368255	*
56541	chr2	68382389	68382789	*
56542	chr2	68405321	68405721	*
56543	chr2	68430564	68430964	*
56544	chr2	68434521	68434921	*
56545	chr2	68437895	68438295	*
56546	chr2	68471806	68472206	*
56547	chr2	68565520	68565920	*
56548	chr2	68756766	68757166	*
56549	chr2	68782733	68783133	*
56550	chr2	68784730	68785130	*
56551	chr2	68787235	68787635	*
56552	chr2	68793557	68793957	*
56553	chr2	68796037	68796437	*
56554	chr2	68825367	68825767	*
56555	chr2	68844432	68844832	*
56556	chr2	68861236	68861636	*
56557	chr2	68867177	68867577	*
56558	chr2	68873158	68873558	*
56559	chr2	68879110	68879510	*
56560	chr2	68886258	68886658	*
56561	chr2	68888115	68888515	*
56562	chr2	68895632	68896032	*
56563	chr2	68901011	68901411	*
56564	chr2	68907666	68908066	*
56565	chr2	68910780	68911180	*
56566	chr2	68912308	68912708	*
56567	chr2	68915693	68916093	*
56568	chr2	68956150	68956550	*
56569	chr2	68969225	68969625	*
56570	chr2	68971112	68971512	*
56571	chr2	68978667	68979067	*
56572	chr2	68983348	68983748	*
56573	chr2	68985314	68985714	*
56574	chr2	69015166	69015566	*
56575	chr2	69024835	69025235	*
56576	chr2	69039945	69040345	*
56577	chr2	69043414	69043814	*
56578	chr2	69047306	69047706	*
56579	chr2	69052262	69052662	*
56580	chr2	69053893	69054293	*
56581	chr2	69057277	69057677	*
56582	chr2	69073865	69074265	*
56583	chr2	69077222	69077622	*
56584	chr2	69100699	69101099	*
56585	chr2	69109242	69109642	*
56586	chr2	69115907	69116307	*
56587	chr2	69128812	69129212	*
56588	chr2	69135579	69135979	*
56589	chr2	69140271	69140671	*
56590	chr2	69187882	69188282	*
56591	chr2	69188949	69189349	*
56592	chr2	69206035	69206435	*
56593	chr2	69232107	69232507	*
56594	chr2	69275838	69276238	*
56595	chr2	69288931	69289331	*
56596	chr2	69310066	69310466	*
56597	chr2	69322672	69323072	*
56598	chr2	69349184	69349584	*
56599	chr2	69357622	69358022	*
56600	chr2	69359308	69359708	*
56601	chr2	69365599	69365999	*
56602	chr2	69374330	69374730	*
56603	chr2	69380303	69380703	*
56604	chr2	69387805	69388205	*
56605	chr2	69393660	69394060	*
56606	chr2	69396786	69397186	*
56607	chr2	69401356	69401756	*
56608	chr2	69405679	69406079	*
56609	chr2	69406763	69407163	*
56610	chr2	69415073	69415473	*
56611	chr2	69428105	69428505	*
56612	chr2	69451065	69451465	*
56613	chr2	69492435	69492835	*
56614	chr2	69506307	69506707	*
56615	chr2	69518277	69518677	*
56616	chr2	69546855	69547255	*
56617	chr2	69556745	69557145	*
56618	chr2	69562709	69563109	*
56619	chr2	69574901	69575301	*
56620	chr2	69584112	69584512	*
56621	chr2	69585945	69586345	*
56622	chr2	69613199	69613599	*
56623	chr2	69635417	69635817	*
56624	chr2	69647000	69647400	*
56625	chr2	69664003	69664403	*
56626	chr2	69713335	69713735	*
56627	chr2	69719291	69719691	*
56628	chr2	69722679	69723079	*
56629	chr2	69753362	69753762	*
56630	chr2	69761481	69761881	*
56631	chr2	69778369	69778769	*
56632	chr2	69789424	69789824	*
56633	chr2	69802773	69803173	*
56634	chr2	69822992	69823392	*
56635	chr2	69838683	69839083	*
56636	chr2	69854254	69854654	*
56637	chr2	69856408	69856808	*
56638	chr2	69861001	69861401	*
56639	chr2	69885416	69885816	*
56640	chr2	69890799	69891199	*
56641	chr2	69897013	69897413	*
56642	chr2	69941391	69941791	*
56643	chr2	69988044	69988444	*
56644	chr2	69994786	69995186	*
56645	chr2	70037198	70037598	*
56646	chr2	70047918	70048318	*
56647	chr2	70066295	70066695	*
56648	chr2	70079760	70080160	*
56649	chr2	70081179	70081579	*
56650	chr2	70091686	70092086	*
56651	chr2	70107146	70107546	*
56652	chr2	70108986	70109386	*
56653	chr2	70110192	70110592	*
56654	chr2	70114067	70114467	*
56655	chr2	70118836	70119236	*
56656	chr2	70127869	70128269	*
56657	chr2	70129536	70129936	*
56658	chr2	70143633	70144033	*
56659	chr2	70182168	70182568	*
56660	chr2	70208366	70208766	*
56661	chr2	70221936	70222336	*
56662	chr2	70262462	70262862	*
56663	chr2	70315915	70316315	*
56664	chr2	70337840	70338240	*
56665	chr2	70347564	70347964	*
56666	chr2	70474348	70474748	*
56667	chr2	70476539	70476939	*
56668	chr2	70503443	70503843	*
56669	chr2	70509140	70509540	*
56670	chr2	70567313	70567713	*
56671	chr2	70622330	70622730	*
56672	chr2	70625898	70626298	*
56673	chr2	70637404	70637804	*
56674	chr2	70641405	70641805	*
56675	chr2	70661312	70661712	*
56676	chr2	70668760	70669160	*
56677	chr2	70673424	70673824	*
56678	chr2	70689443	70689843	*
56679	chr2	70690301	70690701	*
56680	chr2	70693057	70693457	*
56681	chr2	70702374	70702774	*
56682	chr2	70704395	70704795	*
56683	chr2	70742569	70742969	*
56684	chr2	70749008	70749408	*
56685	chr2	70762898	70763298	*
56686	chr2	70779630	70780030	*
56687	chr2	70816910	70817310	*
56688	chr2	70825689	70826089	*
56689	chr2	70834194	70834594	*
56690	chr2	70854289	70854689	*
56691	chr2	70856234	70856634	*
56692	chr2	70870822	70871222	*
56693	chr2	70877458	70877858	*
56694	chr2	70910374	70910774	*
56695	chr2	70919989	70920389	*
56696	chr2	70939079	70939479	*
56697	chr2	70944939	70945339	*
56698	chr2	70946651	70947051	*
56699	chr2	70953948	70954348	*
56700	chr2	70962876	70963276	*
56701	chr2	70964701	70965101	*
56702	chr2	70968317	70968717	*
56703	chr2	70978267	70978667	*
56704	chr2	70990172	70990572	*
56705	chr2	70992727	70993127	*
56706	chr2	71002451	71002851	*
56707	chr2	71019855	71020255	*
56708	chr2	71025487	71025887	*
56709	chr2	71026886	71027286	*
56710	chr2	71032171	71032571	*
56711	chr2	71037428	71037828	*
56712	chr2	71039686	71040086	*
56713	chr2	71043299	71043699	*
56714	chr2	71046045	71046445	*
56715	chr2	71103277	71103677	*
56716	chr2	71117798	71118198	*
56717	chr2	71126969	71127369	*
56718	chr2	71149837	71150237	*
56719	chr2	71155456	71155856	*
56720	chr2	71157492	71157892	*
56721	chr2	71194564	71194964	*
56722	chr2	71209382	71209782	*
56723	chr2	71211488	71211888	*
56724	chr2	71217390	71217790	*
56725	chr2	71227352	71227752	*
56726	chr2	71232727	71233127	*
56727	chr2	71234012	71234412	*
56728	chr2	71243270	71243670	*
56729	chr2	71248063	71248463	*
56730	chr2	71250899	71251299	*
56731	chr2	71261398	71261798	*
56732	chr2	71274273	71274673	*
56733	chr2	71282080	71282480	*
56734	chr2	71303221	71303621	*
56735	chr2	71315295	71315695	*
56736	chr2	71327166	71327566	*
56737	chr2	71338089	71338489	*
56738	chr2	71343888	71344288	*
56739	chr2	71350104	71350504	*
56740	chr2	71353641	71354041	*
56741	chr2	71367579	71367979	*
56742	chr2	71377397	71377797	*
56743	chr2	71381945	71382345	*
56744	chr2	71388961	71389361	*
56745	chr2	71405593	71405993	*
56746	chr2	71453087	71453487	*
56747	chr2	71492928	71493328	*
56748	chr2	71499845	71500245	*
56749	chr2	71504856	71505256	*
56750	chr2	71523253	71523653	*
56751	chr2	71529497	71529897	*
56752	chr2	71539019	71539419	*
56753	chr2	71542988	71543388	*
56754	chr2	71545997	71546397	*
56755	chr2	71551696	71552096	*
56756	chr2	71556821	71557221	*
56757	chr2	71568503	71568903	*
56758	chr2	71570285	71570685	*
56759	chr2	71571112	71571512	*
56760	chr2	71580625	71581025	*
56761	chr2	71589050	71589450	*
56762	chr2	71594506	71594906	*
56763	chr2	71598728	71599128	*
56764	chr2	71613206	71613606	*
56765	chr2	71622723	71623123	*
56766	chr2	71627376	71627776	*
56767	chr2	71634445	71634845	*
56768	chr2	71644098	71644498	*
56769	chr2	71652512	71652912	*
56770	chr2	71661982	71662382	*
56771	chr2	71670998	71671398	*
56772	chr2	71674183	71674583	*
56773	chr2	71679561	71679961	*
56774	chr2	71696756	71697156	*
56775	chr2	71698944	71699344	*
56776	chr2	71718916	71719316	*
56777	chr2	71721289	71721689	*
56778	chr2	71722892	71723292	*
56779	chr2	71730570	71730970	*
56780	chr2	71735549	71735949	*
56781	chr2	71741373	71741773	*
56782	chr2	71744793	71745193	*
56783	chr2	71751850	71752250	*
56784	chr2	71753155	71753555	*
56785	chr2	71755867	71756267	*
56786	chr2	71757390	71757790	*
56787	chr2	71765281	71765681	*
56788	chr2	71771749	71772149	*
56789	chr2	71779224	71779624	*
56790	chr2	71786840	71787240	*
56791	chr2	71801467	71802068	*
56792	chr2	71807378	71807778	*
56793	chr2	71814024	71814424	*
56794	chr2	71837803	71838203	*
56795	chr2	71843306	71843706	*
56796	chr2	71852163	71852563	*
56797	chr2	71859546	71859946	*
56798	chr2	71867404	71867804	*
56799	chr2	71872938	71873338	*
56800	chr2	71898531	71898931	*
56801	chr2	71924022	71924422	*
56802	chr2	71938791	71939191	*
56803	chr2	71955585	71955985	*
56804	chr2	71964339	71964739	*
56805	chr2	71965492	71965892	*
56806	chr2	71981025	71981425	*
56807	chr2	72026492	72026892	*
56808	chr2	72031753	72032153	*
56809	chr2	72035596	72035996	*
56810	chr2	72038185	72038585	*
56811	chr2	72070154	72070554	*
56812	chr2	72072632	72073032	*
56813	chr2	72078081	72078481	*
56814	chr2	72096343	72096743	*
56815	chr2	72114186	72114586	*
56816	chr2	72117635	72118035	*
56817	chr2	72125908	72126308	*
56818	chr2	72131684	72132084	*
56819	chr2	72140390	72140790	*
56820	chr2	72157545	72157945	*
56821	chr2	72170538	72170938	*
56822	chr2	72177204	72177604	*
56823	chr2	72196519	72196919	*
56824	chr2	72201064	72201464	*
56825	chr2	72203631	72204031	*
56826	chr2	72219920	72220320	*
56827	chr2	72221239	72221639	*
56828	chr2	72235073	72235473	*
56829	chr2	72238416	72238816	*
56830	chr2	72260698	72261098	*
56831	chr2	72262824	72263224	*
56832	chr2	72269649	72270049	*
56833	chr2	72278250	72278650	*
56834	chr2	72285525	72285925	*
56835	chr2	72289912	72290312	*
56836	chr2	72295081	72295481	*
56837	chr2	72297130	72297530	*
56838	chr2	72301403	72301803	*
56839	chr2	72314408	72314808	*
56840	chr2	72317177	72317577	*
56841	chr2	72318474	72318874	*
56842	chr2	72322943	72323343	*
56843	chr2	72330037	72330437	*
56844	chr2	72333180	72333580	*
56845	chr2	72343033	72343433	*
56846	chr2	72345839	72346239	*
56847	chr2	72351300	72351700	*
56848	chr2	72366534	72366934	*
56849	chr2	72369307	72369707	*
56850	chr2	72372171	72372571	*
56851	chr2	72375935	72376335	*
56852	chr2	72379400	72379800	*
56853	chr2	72384221	72384621	*
56854	chr2	72389931	72390331	*
56855	chr2	72398254	72398654	*
56856	chr2	72409978	72410378	*
56857	chr2	72420655	72421055	*
56858	chr2	72437969	72438369	*
56859	chr2	72442787	72443187	*
56860	chr2	72444254	72444654	*
56861	chr2	72446653	72447053	*
56862	chr2	72464323	72464723	*
56863	chr2	72474068	72474468	*
56864	chr2	72475986	72476386	*
56865	chr2	72497241	72497641	*
56866	chr2	72497907	72498307	*
56867	chr2	72500838	72501238	*
56868	chr2	72516405	72516805	*
56869	chr2	72647707	72648107	*
56870	chr2	72733384	72733784	*
56871	chr2	72741187	72741587	*
56872	chr2	72786011	72786411	*
56873	chr2	72838073	72838473	*
56874	chr2	72848386	72848786	*
56875	chr2	72852505	72852905	*
56876	chr2	72881537	72881937	*
56877	chr2	72931666	72932066	*
56878	chr2	72962137	72962537	*
56879	chr2	72965456	72965856	*
56880	chr2	72966889	72967289	*
56881	chr2	72970328	72970728	*
56882	chr2	72980334	72980734	*
56883	chr2	72989395	72989795	*
56884	chr2	72996458	72996858	*
56885	chr2	73004395	73004795	*
56886	chr2	73014080	73014480	*
56887	chr2	73016408	73016808	*
56888	chr2	73019825	73020225	*
56889	chr2	73023755	73024155	*
56890	chr2	73029694	73030094	*
56891	chr2	73037836	73038236	*
56892	chr2	73041669	73042069	*
56893	chr2	73046978	73047378	*
56894	chr2	73049028	73049428	*
56895	chr2	73054022	73054422	*
56896	chr2	73056086	73056486	*
56897	chr2	73064096	73064496	*
56898	chr2	73066215	73066615	*
56899	chr2	73069450	73069850	*
56900	chr2	73080079	73080479	*
56901	chr2	73146154	73146554	*
56902	chr2	73158300	73158700	*
56903	chr2	73160768	73161168	*
56904	chr2	73167135	73167535	*
56905	chr2	73188467	73188867	*
56906	chr2	73206178	73206578	*
56907	chr2	73214237	73214637	*
56908	chr2	73226193	73226593	*
56909	chr2	73231229	73231629	*
56910	chr2	73241511	73241911	*
56911	chr2	73247200	73247600	*
56912	chr2	73261677	73262077	*
56913	chr2	73264001	73264401	*
56914	chr2	73266043	73266443	*
56915	chr2	73271125	73271525	*
56916	chr2	73274055	73274455	*
56917	chr2	73277111	73277511	*
56918	chr2	73278481	73278881	*
56919	chr2	73281620	73282020	*
56920	chr2	73312423	73312823	*
56921	chr2	73338444	73338844	*
56922	chr2	73340794	73341194	*
56923	chr2	73367766	73368166	*
56924	chr2	73371562	73371962	*
56925	chr2	73386567	73386967	*
56926	chr2	73395474	73395874	*
56927	chr2	73396926	73397326	*
56928	chr2	73419240	73419640	*
56929	chr2	73427420	73427820	*
56930	chr2	73437117	73437517	*
56931	chr2	73442051	73442451	*
56932	chr2	73453689	73454089	*
56933	chr2	73455590	73455990	*
56934	chr2	73463808	73464208	*
56935	chr2	73467075	73467475	*
56936	chr2	73470369	73470769	*
56937	chr2	73475656	73476056	*
56938	chr2	73485898	73486298	*
56939	chr2	73491892	73492292	*
56940	chr2	73495971	73496371	*
56941	chr2	73502903	73503303	*
56942	chr2	73509597	73509997	*
56943	chr2	73512052	73512452	*
56944	chr2	73518256	73518656	*
56945	chr2	73526711	73527111	*
56946	chr2	73529221	73529621	*
56947	chr2	73536394	73536794	*
56948	chr2	73540844	73541244	*
56949	chr2	73547241	73547641	*
56950	chr2	73548558	73548958	*
56951	chr2	73552876	73553276	*
56952	chr2	73559659	73560059	*
56953	chr2	73566980	73567380	*
56954	chr2	73572435	73572835	*
56955	chr2	73584629	73585029	*
56956	chr2	73592455	73592855	*
56957	chr2	73600798	73601198	*
56958	chr2	73626465	73626865	*
56959	chr2	73660237	73660637	*
56960	chr2	73775065	73775465	*
56961	chr2	73782571	73782971	*
56962	chr2	73892594	73892994	*
56963	chr2	73911149	73911549	*
56964	chr2	73973751	73974151	*
56965	chr2	74202497	74202897	*
56966	chr2	74404790	74405190	*
56967	chr2	74482710	74483110	*
56968	chr2	74578798	74579198	*
56969	chr2	74606094	74606494	*
56970	chr2	74655848	74656248	*
56971	chr2	74663554	74663954	*
56972	chr2	74667176	74667576	*
56973	chr2	74668392	74668792	*
56974	chr2	74672927	74673327	*
56975	chr2	74679850	74680250	*
56976	chr2	74690037	74690437	*
56977	chr2	74697648	74698399	*
56978	chr2	74705095	74705495	*
56979	chr2	74715755	74716155	*
56980	chr2	74749199	74749599	*
56981	chr2	74825640	74826040	*
56982	chr2	74926129	74926529	*
56983	chr2	75470317	75470717	*
56984	chr2	75563496	75563896	*
56985	chr2	75584936	75585336	*
56986	chr2	75588570	75588970	*
56987	chr2	75590150	75590550	*
56988	chr2	75603256	75603656	*
56989	chr2	75607482	75607882	*
56990	chr2	75609520	75609920	*
56991	chr2	75613187	75613587	*
56992	chr2	75623484	75623884	*
56993	chr2	75638108	75638508	*
56994	chr2	75643124	75643524	*
56995	chr2	75650416	75650816	*
56996	chr2	75658933	75659333	*
56997	chr2	75668117	75668517	*
56998	chr2	75669481	75669881	*
56999	chr2	75672689	75673089	*
57000	chr2	75674687	75675087	*
57001	chr2	75682871	75683271	*
57002	chr2	75685410	75685810	*
57003	chr2	75688913	75689313	*
57004	chr2	75696404	75696804	*
57005	chr2	75698022	75698422	*
57006	chr2	75704403	75704803	*
57007	chr2	75716220	75716620	*
57008	chr2	75720484	75720884	*
57009	chr2	75731243	75731643	*
57010	chr2	75733151	75733551	*
57011	chr2	75737221	75737621	*
57012	chr2	75757318	75757718	*
57013	chr2	75763267	75763667	*
57014	chr2	75768245	75768645	*
57015	chr2	75770725	75771125	*
57016	chr2	75773490	75773890	*
57017	chr2	75775407	75775807	*
57018	chr2	75781889	75782289	*
57019	chr2	75788576	75788976	*
57020	chr2	75792369	75792769	*
57021	chr2	75801893	75802293	*
57022	chr2	75803015	75803415	*
57023	chr2	75810589	75810989	*
57024	chr2	75814160	75814560	*
57025	chr2	75823774	75824174	*
57026	chr2	75828957	75829357	*
57027	chr2	75832072	75832472	*
57028	chr2	75839616	75840016	*
57029	chr2	75847703	75848103	*
57030	chr2	75874108	75874508	*
57031	chr2	75883569	75883969	*
57032	chr2	75892015	75892415	*
57033	chr2	75921781	75922181	*
57034	chr2	75923424	75923824	*
57035	chr2	75937505	75937905	*
57036	chr2	75960552	75960952	*
57037	chr2	75964406	75964806	*
57038	chr2	75977993	75978393	*
57039	chr2	75981708	75982108	*
57040	chr2	75985087	75985487	*
57041	chr2	75990927	75991327	*
57042	chr2	75997718	75998118	*
57043	chr2	76001368	76001768	*
57044	chr2	76041959	76042359	*
57045	chr2	76049534	76049934	*
57046	chr2	76058954	76059354	*
57047	chr2	76065182	76065582	*
57048	chr2	76070670	76071070	*
57049	chr2	76123486	76123886	*
57050	chr2	76254909	76255309	*
57051	chr2	76257634	76258034	*
57052	chr2	76262820	76263220	*
57053	chr2	76337997	76338397	*
57054	chr2	76338697	76339097	*
57055	chr2	76347934	76348334	*
57056	chr2	76369967	76370367	*
57057	chr2	76394750	76395150	*
57058	chr2	76406667	76407067	*
57059	chr2	76518201	76518601	*
57060	chr2	76541873	76542273	*
57061	chr2	76567185	76567585	*
57062	chr2	76585080	76585480	*
57063	chr2	76610679	76611079	*
57064	chr2	76620194	76620594	*
57065	chr2	76647963	76648363	*
57066	chr2	76672933	76673333	*
57067	chr2	76675024	76675424	*
57068	chr2	76676840	76677240	*
57069	chr2	76690816	76691216	*
57070	chr2	76695355	76695755	*
57071	chr2	76928582	76928982	*
57072	chr2	77170362	77170762	*
57073	chr2	77176521	77176921	*
57074	chr2	77197051	77197451	*
57075	chr2	77201887	77202287	*
57076	chr2	77217436	77217836	*
57077	chr2	77222418	77222818	*
57078	chr2	77238565	77238965	*
57079	chr2	77244402	77244802	*
57080	chr2	77249792	77250192	*
57081	chr2	77260311	77260711	*
57082	chr2	77266161	77266561	*
57083	chr2	77268461	77268861	*
57084	chr2	77280950	77281350	*
57085	chr2	77284346	77284746	*
57086	chr2	77286786	77287186	*
57087	chr2	77289218	77289618	*
57088	chr2	77304491	77304891	*
57089	chr2	77309286	77309686	*
57090	chr2	77328232	77328632	*
57091	chr2	77338863	77339263	*
57092	chr2	77341920	77342320	*
57093	chr2	77918344	77918744	*
57094	chr2	77946044	77946444	*
57095	chr2	78049379	78049779	*
57096	chr2	78053957	78054357	*
57097	chr2	78059932	78060332	*
57098	chr2	78212883	78213283	*
57099	chr2	78293033	78293433	*
57100	chr2	78378073	78378473	*
57101	chr2	78381217	78381617	*
57102	chr2	78396903	78397303	*
57103	chr2	78418918	78419318	*
57104	chr2	78560930	78561330	*
57105	chr2	78580042	78580442	*
57106	chr2	78606219	78606619	*
57107	chr2	78841790	78842190	*
57108	chr2	78859984	78860384	*
57109	chr2	78868936	78869336	*
57110	chr2	78886417	78886817	*
57111	chr2	78905977	78906377	*
57112	chr2	78914844	78915244	*
57113	chr2	78922944	78923344	*
57114	chr2	78961732	78962132	*
57115	chr2	78980817	78981217	*
57116	chr2	78995119	78995519	*
57117	chr2	79036332	79036732	*
57118	chr2	79050657	79051057	*
57119	chr2	79056127	79056527	*
57120	chr2	79060329	79060729	*
57121	chr2	79087171	79087571	*
57122	chr2	79088758	79089158	*
57123	chr2	79107935	79108335	*
57124	chr2	79132139	79132539	*
57125	chr2	79145725	79146125	*
57126	chr2	79180711	79181111	*
57127	chr2	79184406	79184806	*
57128	chr2	79193823	79194223	*
57129	chr2	79206211	79206611	*
57130	chr2	79213979	79214379	*
57131	chr2	79227793	79228193	*
57132	chr2	79243359	79243759	*
57133	chr2	79253277	79253677	*
57134	chr2	79254838	79255238	*
57135	chr2	79256947	79257347	*
57136	chr2	79296037	79296437	*
57137	chr2	79302305	79302705	*
57138	chr2	79321669	79322069	*
57139	chr2	79336971	79337371	*
57140	chr2	79339049	79339449	*
57141	chr2	79349088	79349488	*
57142	chr2	79370706	79371106	*
57143	chr2	79372436	79372836	*
57144	chr2	79428758	79429158	*
57145	chr2	79447181	79447581	*
57146	chr2	79454152	79454552	*
57147	chr2	79499306	79499706	*
57148	chr2	79511556	79511956	*
57149	chr2	79518105	79518505	*
57150	chr2	79548077	79548477	*
57151	chr2	79567414	79567814	*
57152	chr2	79571578	79571978	*
57153	chr2	79597063	79597463	*
57154	chr2	79603359	79603759	*
57155	chr2	79611012	79611412	*
57156	chr2	79618984	79619384	*
57157	chr2	79635003	79635403	*
57158	chr2	79642657	79643057	*
57159	chr2	79646237	79646637	*
57160	chr2	79653475	79653875	*
57161	chr2	79677602	79678002	*
57162	chr2	79684711	79685111	*
57163	chr2	79696009	79696409	*
57164	chr2	79698216	79698616	*
57165	chr2	79713555	79713955	*
57166	chr2	79741986	79742386	*
57167	chr2	79749058	79749458	*
57168	chr2	79750868	79751268	*
